MFSTKEY             ,STATUS,LASTUPDATE    ,MFSTNUMBER,POWERUNIT ,STOP  ,MFSTDATE,PRONUMBER ,PRODATE ,SHIPNAME                      ,CONSNAME                      ,CONSADD1                      ,CONSADD2                      ,CONSCITY            ,CONSSTATE,CONSZIP,TTLPCS,TTLYDS,TTLWGT,DLVDDATE,DLVDTIME,DLVDPCS,DLVDSIGN                                ,DLVDNOTE                      ,DLVDIMGFILELOCN               ,DLVDIMGFILESIGN               
CRA8021624007       ,0,20240201123000,CRA8021624,CRA       ,7,02162024,69001583  ,02082024,MATTER SURFACES               ,SIDHAL INDUSTRIES LLC         ,67 NEWMANS CT                 ,                              ,HEMPSTEAD           ,NY       ,11550  ,1,19,133,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA8021624008       ,0,20240201123000,CRA8021624,CRA       ,8,02162024,13951211  ,02132024,ENGINEERED FLOORS             ,AMATOS QUALITY CARPETS        ,"561 ACORN STREET, STE P       ",                              ,DEER PARK           ,NY       ,11729  ,1,18,102,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA8021624009       ,0,20240201123000,CRA8021624,CRA       ,9,02162024,13951108  ,02122024,ENGINEERED FLOORS             ,LONG ISLAND FLOORING/WHSE     ,"617 N BICYCLE PATH, UNIT 13   ",                              ,PORT JEFFERSON STA  ,NY       ,11776  ,1,9,42,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA8021624010       ,0,20240201123000,CRA8021624,CRA       ,10,02162024,13951460  ,02142024,ENGINEERED FLOORS             ,HANSEN CARPET & LINO          ,1473 MONTAUK HIGHWAY          ,                              ,MASTIC              ,NY       ,11950  ,3,72,454,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624001       ,0,20240201123000,CRA9021624,CRA       ,1,02162024,13951374  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1608               ,C/O AMERICAN CPT/CINNAMINSON  ,"1714 BANNARD STREET, UNIT 2   ",CINNAMINSON         ,NJ       ,08077  ,1,42,266,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624002       ,0,20240201123000,CRA9021624,CRA       ,2,02162024,13951352  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0942               ,C/O AMERICAN CPT/CINNAMINSON  ,"1714 BANNARD STREET, UNIT 2   ",CINNAMINSON         ,NJ       ,08077  ,1,44,153,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624003       ,0,20240201123000,CRA9021624,CRA       ,3,02162024,13951350  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0914               ,C/O AMERICAN CPT/CINNAMINSON  ,"1714 BANNARD STREET, UNIT 2   ",CINNAMINSON         ,NJ       ,08077  ,2,149,495,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624004       ,0,20240201123000,CRA9021624,CRA       ,4,02162024,13951287  ,02132024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0917               ,C/O AMERICAN CPT/CINNAMINSON  ,"1714 BANNARD STREET, UNIT 2   ",CINNAMINSON         ,NJ       ,08077  ,1,30,171,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624005       ,0,20240201123000,CRA9021624,CRA       ,5,02162024,13951260  ,02132024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0929               ,C/O AMERICAN CPT/CINNAMINSON  ,"1714 BANNARD STREET, UNIT 2   ",CINNAMINSON         ,NJ       ,08077  ,1,58,165,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624006       ,0,20240201123000,CRA9021624,CRA       ,6,02162024,13881183  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0930               ,C/O AMERICAN CPT/CINNAMINSON  ,"1714 BANNARD STREET, UNIT 2   ",CINNAMINSON         ,NJ       ,08077  ,1,91,257,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624007       ,0,20240201123000,CRA9021624,CRA       ,7,02162024,13951063  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0914               ,C/O AMERICAN CPT/CINNAMINSON  ,"1714 BANNARD STREET, UNIT 2   ",CINNAMINSON         ,NJ       ,08077  ,2,198,1047,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624008       ,0,20240201123000,CRA9021624,CRA       ,8,02162024,13951126  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0930               ,C/O AMERICAN CPT/CINNAMINSON  ,"1714 BANNARD STREET, UNIT 2   ",CINNAMINSON         ,NJ       ,08077  ,1,116,696,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624009       ,0,20240201123000,CRA9021624,CRA       ,9,02162024,13951133  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0939               ,C/O AMERICAN CPT/CINNAMINSON  ,"1714 BANNARD STREET, UNIT 2   ",CINNAMINSON         ,NJ       ,08077  ,1,81,360,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624010       ,0,20240201123000,CRA9021624,CRA       ,10,02162024,41749606  ,02122024,SHAW DC EAST                  ,HOME DEPOT 0929               ,C/O AMERICAN CPT/CINNAMINSON  ,"1714 BANNARD STREET, UNIT 2   ",CINNAMINSON         ,NJ       ,08077  ,1,39,199,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624011       ,0,20240201123000,CRA9021624,CRA       ,11,02162024,13951048  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0989               ,2160 ROUTE 70 WEST            ,                              ,CHERRY HILL         ,NJ       ,08002  ,3,385,1146,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624012       ,0,20240201123000,CRA9021624,CRA       ,12,02162024,64932121  ,02122024,HOMEDEPOT.COM WAREHOUSE       ,HOME DEPOT 0989               ,2160 ROUTE 70 WEST            ,                              ,CHERRY HILL         ,NJ       ,08002  ,1,0,119,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624013       ,0,20240201123000,CRA9021624,CRA       ,13,02162024,FA039537  ,02142024,BRAUNS WHSE/CRANBURY          ,HOME DEPOT 0940               ,116 WALKER AVE                ,                              ,WEST BERLIN         ,NJ       ,08091  ,1,36,165,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624014       ,0,20240201123000,CRA9021624,CRA       ,14,02162024,13951064  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0917               ,"310 WHITEHORSE PIKE, STE 1    ",                              ,LAWNSIDE            ,NJ       ,08045  ,1,21,121,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624015       ,0,20240201123000,CRA9021624,CRA       ,15,02162024,13951477  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0917               ,"310 WHITEHORSE PIKE, STE 1    ",                              ,LAWNSIDE            ,NJ       ,08045  ,1,129,342,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624016       ,0,20240201123000,CRA9021624,CRA       ,16,02162024,13951196  ,02132024,ENGINEERED FLOORS             ,ABBEY CARPET                  ,DBA JESSE EDICK III           ,875 MANTUA PIKE               ,WOODBURY            ,NJ       ,08096  ,1,48,257,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624017       ,0,20240201123000,CRA9021624,CRA       ,17,02162024,13951340  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0974               ,320 BRIDGETON PIKE            ,                              ,MANTUA              ,NJ       ,08051  ,1,133,378,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624018       ,0,20240201123000,CRA9021624,CRA       ,18,02162024,68673416  ,02132024,FOREVER LAWN/STR WAREHOUSE    ,FOREVERLAWN SOUTH JERSEY      ,1214 ELLIS MILL ROAD          ,                              ,MULLICA HILL        ,NJ       ,08062  ,1,67,550,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624019       ,0,20240201123000,CRA9021624,CRA       ,19,02162024,68119519  ,02132024,KALEEN BROADLOOM              ,KELLEY KARPETS                ,712 DELSEA DRIVE              ,                              ,PITMAN              ,NJ       ,08071  ,1,16,95,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624020       ,0,20240201123000,CRA9021624,CRA       ,20,02162024,13951480  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0946               ,3849 SOUTH DELSEA DRIVE       ,                              ,VINELAND            ,NJ       ,08360  ,1,117,384,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624021       ,0,20240201123000,CRA9021624,CRA       ,21,02162024,68971554  ,02092024,DEDICATED LLC/MASLAND WHSE    ,MAZZAS FURNITURE & CARPET     ,3339 WHITE HORSE PIKE         ,                              ,HAMMONTON           ,NJ       ,08037  ,1,16,112,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624022       ,0,20240201123000,CRA9021624,CRA       ,22,02162024,13951453  ,02142024,ENGINEERED FLOORS             ,BURLINGTON FLOOR COVERING LLC ,"3 LINDA LANE, STE B           ",                              ,SOUTHAMPTON         ,NJ       ,08088  ,1,35,230,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA9021624023       ,0,20240201123000,CRA9021624,CRA       ,23,02162024,13951122  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 0939               ,2703 ROUTE 541                ,                              ,WESTHAMPTON         ,NJ       ,08060  ,1,133,378,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
